pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,customer_id,churn
0.2580654882940086,-1.5849474794515142,1.1538221674096325,-0.777149948394929,-1.0047822241665991,-0.8630590947197743,1.2021221665247797,-0.24074020429476098,-1.4501714520916715,3.344134044795794,-1.8149686638790823,0.3115424156989593,-0.30757408582227663,0.33152029456490745,0.2387688232156104,-0.5227742108851687,-1.0041514055488674,-0.0003865437704963278,0.39932690060294773,-1.109237140289496,1.0724336692730916,0.7410567436102354,-1.489155577605572,1.3028348318050942,-0.8105913104608989,0.577677151708401,-0.31059833052733277,-1.5438710995282012,1.314913379215237,0.29278771573570134,0ddef00236bc4dbe8dafb2f2205f2de0,False
-2.6286201623756558,0.22389089314701865,-2.4370798416036186,-2.33748125457655,-4.507450663562859,-0.7967679651290933,-0.26875841523656946,-0.18302011165345577,4.520995805499966,-0.1378367896001944,0.28824241235408465,0.9156275244603805,-1.2618186011006527,-0.1029992152696304,1.5542184134833712,-3.1967137814008084,-2.083560925907105,0.15147151617848423,0.08252504100549198,-1.1205792726849297,0.4046963816984212,-0.415826160948087,0.7966500554209243,-0.6802517240358574,-0.34224186645097904,-0.003182688295241435,-1.06448263463446,0.24201940037446454,0.2888662862017893,1.304072060414487,3d7b776d28d74a8ca5d62b2d709759cb,False
3.7229735480074613,-1.1270560925734208,1.1973923551314074,-0.37065703608871586,-1.9276943823792128,1.6804050419249075,0.0456901731097952,-0.01555400885230957,-1.1088898494687445,-0.25058653189897,-0.7587105278446702,-0.4233072908228958,0.5122092197984438,-0.4555594839909902,-0.641973655320617,0.8343126147985453,-0.7864656520904874,0.5426198957632988,-0.19044578709353155,1.1440519854432019,-1.4737922540971722,1.4619485450430905,-3.4256777899068664,-0.17234260664593687,-0.2128007124674334,1.1336175138484073,-0.2973351852459882,0.639148947494997,-0.4958701050547997,-0.010726595557219963,6e51420695d34641b42b04e2d5e9db2b,False
-3.39291705195825,-2.3739576742745867,-1.1088275212500307,2.2196351118985835,1.9367727285076417,0.19805640440248098,0.9360330460498368,-0.4358004684649753,1.1155678954685024,-0.07438006438682455,-0.5743136859341471,-0.2843588874756091,-0.4131689275247503,-0.16507301522249193,-0.13990129800559678,-1.8050675903874929,-0.6596987960882945,0.7979341745947033,0.4462880079085753,-2.5858743695099347,0.32911252006142394,-0.2195219124982481,0.2954840276963307,-1.234017988831761,1.2208565520115948,0.7202497848935712,-1.073553351396738,1.5397163026431744,1.5940959338984193,0.5303133575832021,7fceb33efeae4008a62860b11060e7a5,False
2.7265904108400987,1.9467434027075299,0.93950325346568,-0.8541788682960206,-0.9445072741454452,-0.7525053076475108,1.1473193009660172,-0.13556920685370225,-1.1154651685766899,0.5703985037279605,-1.0258188001838067,-0.646780951195463,0.03240323426603822,-1.1094519123102424,0.3495774345614599,-0.18393578454393616,-0.040265512182719516,2.267485242886096,0.5250755670947399,-0.7211909709046127,-0.6250730101650391,2.145071524254245,-0.6031461775122163,0.003930393529854269,-2.267082846389749,0.24184819359029552,-0.004244103759131979,0.5509975307360137,0.7454259988785608,0.4755986494011436,2ed3aef13bd84e8a80497eaaef6d2003,False
-2.43312683289827,-0.5835914150867638,0.4981762143906351,-0.9895461082627319,2.664737727831783,-2.126096369106697,-0.398724695738469,-0.15911511736666142,-0.16114878260926527,-0.5555577555656871,-0.6602743093617613,0.5348175188593836,-1.5206906796462925,0.40215726908904226,0.04251986464307543,-0.16714147083192532,-0.2889314883941827,0.442824031987095,-1.3489433580502137,0.3963605207244955,-0.19826968591382058,0.6926379406176697,-0.359510591595845,0.6758719451756547,-0.2511674448937394,-0.48201214113720153,-1.3959230147312638,-0.3074203995419106,-0.5518171296842559,-0.9378524125229271,84179c548b3f479f8ec8476198aaa043,False
-2.7700111536953176,-2.2587043375933606,-1.5759514860405532,0.6498562202462072,1.241765468624635,-1.846631882210338,0.18659258327371833,-0.09460265407235934,0.47599219478096966,0.05057198223748274,1.8047636492686647,0.05966005366806088,0.8759578258255996,-1.1908096900034815,1.2243045189518589,0.37776534061101885,0.14224623062416392,-1.3639694265985804,0.7388435452168154,-0.15700040079630506,-0.4908788170443485,1.661832367714813,1.5029258824477898,0.8902480028698181,-0.9906390751076882,0.5595601596966462,0.5709362421223677,-1.1410007872266106,-0.9474822287090598,-1.5457931792996185,faa3703a095945cda49d3193d03caf59,False
0.23288343424256874,0.5449615865871913,-1.5157539459860394,0.09524228953096256,0.43885406241834857,-1.1581284710617679,2.0056073592293417,-0.34809863519835876,3.028660852547301,-0.07461095286015675,0.7160304675359729,-1.232709957586713,0.996214732482535,0.498806155592932,2.1539910451519906,0.01699891446169954,1.5963855764685777,-1.6773695475241766,-0.6580625831465737,-0.09502015054399938,-0.8482592032209493,0.5238420556098388,0.07815536275623758,-0.7719246597577938,0.22901280088358736,0.8138072544477015,-1.0024609876773865,-0.3043518436555343,0.2750145417577787,-0.048002340627883396,effd32d5df6c4a08ab44f96cb6d891c3,False
1.5540876670695662,1.9435537060834744,0.5315513446554458,0.9317867922748132,1.8462706732093117,-1.5852538846766926,-0.791032362826518,-0.08136710890321266,0.20759949216704096,-0.4481999358900762,0.09134702004510381,0.5936628978257218,-0.3170810539183586,-1.7941695472560102,0.42531859054525767,1.1439663837239982,-0.7978930003614882,-1.9956680399636373,1.6241736724555547,-0.9768265877664614,-0.24111363299550911,1.4519587787516435,0.38183840637185595,0.3389175628088124,1.4516391952358538,1.2540208860991937,-1.9546711553872784,-0.6963148160548316,-0.7282336308437993,0.2678560464835516,527128867109426783d4a70dc9b6c717,False
-2.5606758287308704,3.4151237053750507,-0.3586778429481815,0.594573653798277,1.0030892306772219,-1.7838408977959304,1.415335859299483,-0.272341406129846,-0.7347017961188411,-0.43976707049333735,0.19275620697893378,0.7727536117790282,-0.9770683848939113,1.2349723674343394,-1.0561373789132675,-0.925997614677762,-0.3314989196759172,0.5335235289853525,-1.515957228601966,-1.1714615426660409,1.7816163252835227,0.8270867415660785,-1.254045385349907,3.1394291977882376,-0.2838206723092758,0.3740359842941396,1.0184077074197044,-0.24756410721119312,-0.5209801073723216,1.2029530018989831,1c0c40eb8cd44d6283124ef047defcbe,False
